Año,Equipo,ELO
1928/1929,Arenas de Getxo,1454.04
1928/1929,Espanyol,1464.42
1928/1929,Real Madrid,1568.82
1928/1929,Real Sociedad,1499.37
1928/1929,Real Racing,1416.18
1928/1929,Barcelona,1622.07
1928/1929,Athletic,1525.59
1928/1929,Atlético,1512.89
1928/1929,Real Unión,1448.13
1928/1929,CE Europa,1488.49
1929/1930,Arenas de Getxo,1560.69
1929/1930,Espanyol,1557.96
1929/1930,Real Madrid,1526.03
1929/1930,Real Sociedad,1449.78
1929/1930,Real Racing,1378.01
1929/1930,Barcelona,1564.48
1929/1930,Athletic,1708.61
1929/1930,Atlético,1398.66
1929/1930,Real Unión,1440.43
1929/1930,CE Europa,1415.35
1930/1931,Arenas de Getxo,1509.46
1930/1931,Espanyol,1444.11
1930/1931,Real Madrid,1522.2
1930/1931,Real Sociedad,1510.08
1930/1931,Real Racing,1562.58
1930/1931,Barcelona,1584.69
1930/1931,Athletic,1684.37
1930/1931,Atlético,1373.66
1930/1931,Real Unión,1469.83
1930/1931,CE Europa,1399.21
1930/1931,Alavés,1414.81
1931/1932,Arenas de Getxo,1498.88
1931/1932,Espanyol,1456.03
1931/1932,Real Madrid,1654.78
1931/1932,Real Sociedad,1485.08
1931/1932,Real Racing,1554.54
1931/1932,Barcelona,1620.41
1931/1932,Athletic,1687.71
1931/1932,Atlético,1348.66
1931/1932,Real Unión,1382.25
1931/1932,CE Europa,1374.21
1931/1932,Alavés,1375.5
1931/1932,Donostia FC,1485.28
1931/1932,Valencia,1476.67
1932/1933,Arenas de Getxo,1529.79
1932/1933,Espanyol,1498.41
1932/1933,Real Madrid,1727.42
1932/1933,Real Sociedad,1460.08
1932/1933,Real Racing,1478.37
1932/1933,Barcelona,1579.83
1932/1933,Athletic,1717.8
1932/1933,Atlético,1323.66
1932/1933,Real Unión,1357.25
1932/1933,CE Europa,1349.21
1932/1933,Alavés,1370.21
1932/1933,Donostia FC,1490.63
1932/1933,Valencia,1429.69
1932/1933,Betis,1487.65
1933/1934,Arenas de Getxo,1384.35
1933/1934,Espanyol,1524.55
1933/1934,Real Madrid,1707.43
1933/1934,Real Sociedad,1435.08
1933/1934,Real Racing,1535.17
1933/1934,Barcelona,1543.82
1933/1934,Athletic,1721.6
1933/1934,Atlético,1298.66
1933/1934,Real Unión,1332.25
1933/1934,CE Europa,1324.21
1933/1934,Alavés,1345.21
1933/1934,Donostia FC,1501.65
1933/1934,Valencia,1459.09
1933/1934,Betis,1518.11
1933/1934,Real Oviedo,1543.82
1934/1935,Arenas de Getxo,1278.3
1934/1935,Espanyol,1460.77
1934/1935,Real Madrid,1705.34
1934/1935,Real Sociedad,1410.08
1934/1935,Real Racing,1476.94
1934/1935,Barcelona,1605.75
1934/1935,Athletic,1627.9
1934/1935,Atlético,1444.42
1934/1935,Real Unión,1307.25
1934/1935,CE Europa,1299.21
1934/1935,Alavés,1320.21
1934/1935,Donostia FC,1313.52
1934/1935,Valencia,1483.44
1934/1935,Betis,1650.61
1934/1935,Real Oviedo,1592.18
1934/1935,Sevilla,1599.08
1935/1936,Arenas de Getxo,1253.3
1935/1936,Espanyol,1454.76
1935/1936,Real Madrid,1700.66
1935/1936,Real Sociedad,1385.08
1935/1936,Real Racing,1589.45
1935/1936,Barcelona,1587.71
1935/1936,Athletic,1699.21
1935/1936,Atlético,1474.36
1935/1936,Real Unión,1282.25
1935/1936,CE Europa,1274.21
1935/1936,Alavés,1295.21
1935/1936,Donostia FC,1288.52
1935/1936,Valencia,1495.25
1935/1936,Betis,1514.22
1935/1936,Real Oviedo,1641.17
1935/1936,Sevilla,1498.02
1935/1936,Hércules CF,1531.14
1935/1936,Osasuna,1460.48
1939/1940,Betis,1395.57
1939/1940,Athletic,1594.98
1939/1940,Real Madrid,1553.89
1939/1940,Zaragoza,1449.26
1939/1940,Hércules CF,1526.95
1939/1940,Barcelona,1461.85
1939/1940,Real Racing,1378.16
1939/1940,Celta,1474.27
1939/1940,Sevilla,1579.78
1939/1940,Valencia,1512.76
1939/1940,Atlético,1609.73
1939/1940,Espanyol,1462.8
1940/1941,Betis,1370.57
1940/1941,Athletic,1700.12
1940/1941,Real Madrid,1566.85
1940/1941,Zaragoza,1391.98
1940/1941,Hércules CF,1342.62
1940/1941,Barcelona,1609.87
1940/1941,Real Racing,1353.16
1940/1941,Celta,1430.46
1940/1941,Sevilla,1589.13
1940/1941,Valencia,1609.94
1940/1941,Atlético,1725.04
1940/1941,Espanyol,1473.29
1940/1941,Real Murcia,1390.4
1940/1941,Real Oviedo,1396.57
1941/1942,Betis,1345.57
1941/1942,Athletic,1601.63
1941/1942,Real Madrid,1648.71
1941/1942,Zaragoza,1366.98
1941/1942,Hércules CF,1346.46
1941/1942,Barcelona,1533.77
1941/1942,Real Racing,1328.16
1941/1942,Celta,1491.78
1941/1942,Sevilla,1540.53
1941/1942,Valencia,1763.67
1941/1942,Atlético,1575.28
1941/1942,Espanyol,1497.64
1941/1942,Real Murcia,1365.4
1941/1942,Real Oviedo,1488.56
1941/1942,Granada,1597.65
1941/1942,Deportivo,1532.23
1941/1942,Real Sociedad,1308.84
1941/1942,CD Castellón,1517.14
1942/1943,Betis,1269.52
1942/1943,Athletic,1672.13
1942/1943,Real Madrid,1568.51
1942/1943,Zaragoza,1330.77
1942/1943,Hércules CF,1321.46
1942/1943,Barcelona,1681.26
1942/1943,Real Racing,1303.16
1942/1943,Celta,1600.72
1942/1943,Sevilla,1633.26
1942/1943,Valencia,1556.09
1942/1943,Atlético,1580.32
1942/1943,Espanyol,1480.03
1942/1943,Real Murcia,1340.4
1942/1943,Real Oviedo,1517.82
1942/1943,Granada,1518.06
1942/1943,Deportivo,1559.41
1942/1943,Real Sociedad,1283.84
1942/1943,CD Castellón,1533.24
1943/1944,Betis,1244.52
1943/1944,Athletic,1530.99
1943/1944,Real Madrid,1603.49
1943/1944,Zaragoza,1305.77
1943/1944,Hércules CF,1296.46
1943/1944,Barcelona,1578.29
1943/1944,Real Racing,1278.16
1943/1944,Celta,1320.56
1943/1944,Sevilla,1640.36
1943/1944,Valencia,1731.44
1943/1944,Atlético,1648.41
1943/1944,Espanyol,1539.94
1943/1944,Real Murcia,1315.4
1943/1944,Real Oviedo,1619.85
1943/1944,Granada,1550.71
1943/1944,Deportivo,1410.11
1943/1944,Real Sociedad,1358.76
1943/1944,CD Castellón,1594.14
1943/1944,CE Sabadell,1557.64
1944/1945,Betis,1219.52
1944/1945,Athletic,1607.16
1944/1945,Real Madrid,1735.37
1944/1945,Zaragoza,1280.77
1944/1945,Hércules CF,1271.46
1944/1945,Barcelona,1724.63
1944/1945,Real Racing,1253.16
1944/1945,Celta,1295.56
1944/1945,Sevilla,1540.95
1944/1945,Valencia,1680.02
1944/1945,Atlético,1636.82
1944/1945,Espanyol,1566.86
1944/1945,Real Murcia,1406.33
1944/1945,Real Oviedo,1585.99
1944/1945,Granada,1486.03
1944/1945,Deportivo,1392.14
1944/1945,Real Sociedad,1333.76
1944/1945,CD Castellón,1478.95
1944/1945,CE Sabadell,1396.57
1944/1945,Sporting,1582.95
1945/1946,Betis,1194.52
1945/1946,Athletic,1623.27
1945/1946,Real Madrid,1652.97
1945/1946,Zaragoza,1255.77
1945/1946,Hércules CF,1315.27
1945/1946,Barcelona,1704.73
1945/1946,Real Racing,1228.16
1945/1946,Celta,1481.93
1945/1946,Sevilla,1664.67
1945/1946,Valencia,1587.41
1945/1946,Atlético,1611.83
1945/1946,Espanyol,1506.42
1945/1946,Real Murcia,1437.59
1945/1946,Real Oviedo,1575.1
1945/1946,Granada,1461.03
1945/1946,Deportivo,1367.14
1945/1946,Real Sociedad,1308.76
1945/1946,CD Castellón,1509.86
1945/1946,CE Sabadell,1371.57
1945/1946,Sporting,1505.96
1945/1946,CD Alcoyano,1436.04
1946/1947,Betis,1169.52
1946/1947,Athletic,1688.22
1946/1947,Real Madrid,1564.99
1946/1947,Zaragoza,1230.77
1946/1947,Hércules CF,1290.27
1946/1947,Barcelona,1618.39
1946/1947,Real Racing,1203.16
1946/1947,Celta,1520.24
1946/1947,Sevilla,1589.23
1946/1947,Valencia,1691.49
1946/1947,Atlético,1602.93
1946/1947,Espanyol,1475.29
1946/1947,Real Murcia,1397.69
1946/1947,Real Oviedo,1616.02
1946/1947,Granada,1436.03
1946/1947,Deportivo,1381.63
1946/1947,Real Sociedad,1283.76
1946/1947,CD Castellón,1346.86
1946/1947,CE Sabadell,1578.18
1946/1947,Sporting,1529.29
1946/1947,CD Alcoyano,1411.04
1947/1948,Betis,1144.52
1947/1948,Athletic,1602.16
1947/1948,Real Madrid,1485.02
1947/1948,Zaragoza,1205.77
1947/1948,Hércules CF,1265.27
1947/1948,Barcelona,1757.59
1947/1948,Real Racing,1178.16
1947/1948,Celta,1613.43
1947/1948,Sevilla,1547.73
1947/1948,Valencia,1665.67
1947/1948,Atlético,1665.65
1947/1948,Espanyol,1500.04
1947/1948,Real Murcia,1372.69
1947/1948,Real Oviedo,1527.42
1947/1948,Granada,1411.03
1947/1948,Deportivo,1356.63
1947/1948,Real Sociedad,1434.55
1947/1948,CD Castellón,1321.86
1947/1948,CE Sabadell,1453.66
1947/1948,Sporting,1407.27
1947/1948,CD Alcoyano,1476.78
1947/1948,Gimnàstic de Tarragona,1532.1
1948/1949,Betis,1119.52
1948/1949,Athletic,1550.42
1948/1949,Real Madrid,1621.05
1948/1949,Zaragoza,1180.77
1948/1949,Hércules CF,1240.27
1948/1949,Barcelona,1739.44
1948/1949,Real Racing,1153.16
1948/1949,Celta,1502.19
1948/1949,Sevilla,1522.01
1948/1949,Valencia,1709.29
1948/1949,Atlético,1670.31
1948/1949,Espanyol,1505.6
1948/1949,Real Murcia,1347.69
1948/1949,Real Oviedo,1631.62
1948/1949,Granada,1386.03
1948/1949,Deportivo,1509.29
1948/1949,Real Sociedad,1409.55
1948/1949,CD Castellón,1296.86
1948/1949,CE Sabadell,1356.0
1948/1949,Sporting,1382.27
1948/1949,CD Alcoyano,1443.95
1948/1949,Gimnàstic de Tarragona,1454.82
1948/1949,Valladolid,1467.89
1949/1950,Betis,1094.52
1949/1950,Athletic,1561.36
1949/1950,Real Madrid,1590.3
1949/1950,Zaragoza,1155.77
1949/1950,Hércules CF,1215.27
1949/1950,Barcelona,1643.77
1949/1950,Real Racing,1128.16
1949/1950,Celta,1556.14
1949/1950,Sevilla,1555.8
1949/1950,Valencia,1720.13
1949/1950,Atlético,1715.78
1949/1950,Espanyol,1458.92
1949/1950,Real Murcia,1322.69
1949/1950,Real Oviedo,1425.85
1949/1950,Granada,1361.03
1949/1950,Deportivo,1633.55
1949/1950,Real Sociedad,1582.99
1949/1950,CD Castellón,1271.86
1949/1950,CE Sabadell,1331.0
1949/1950,Sporting,1357.27
1949/1950,CD Alcoyano,1418.95
1949/1950,Gimnàstic de Tarragona,1352.8
1949/1950,Valladolid,1479.65
1949/1950,Málaga,1516.44
1950/1951,Betis,1069.52
1950/1951,Athletic,1625.82
1950/1951,Real Madrid,1539.54
1950/1951,Zaragoza,1130.77
1950/1951,Hércules CF,1190.27
1950/1951,Barcelona,1588.14
1950/1951,Real Racing,1389.74
1950/1951,Celta,1566.76
1950/1951,Sevilla,1642.29
1950/1951,Valencia,1658.16
1950/1951,Atlético,1703.88
1950/1951,Espanyol,1559.75
1950/1951,Real Murcia,1333.76
1950/1951,Real Oviedo,1400.85
1950/1951,Granada,1336.03
1950/1951,Deportivo,1602.31
1950/1951,Real Sociedad,1593.78
1950/1951,CD Castellón,1246.86
1950/1951,CE Sabadell,1306.0
1950/1951,Sporting,1332.27
1950/1951,CD Alcoyano,1299.12
1950/1951,Gimnàstic de Tarragona,1327.8
1950/1951,Valladolid,1493.39
1950/1951,Málaga,1507.56
1950/1951,UE Lleida,1280.63
1951/1952,Betis,1044.52
1951/1952,Athletic,1680.54
1951/1952,Real Madrid,1608.59
1951/1952,Zaragoza,1382.13
1951/1952,Hércules CF,1165.27
1951/1952,Barcelona,1717.19
1951/1952,Real Racing,1447.66
1951/1952,Celta,1528.04
1951/1952,Sevilla,1585.21
1951/1952,Valencia,1597.95
1951/1952,Atlético,1593.18
1951/1952,Espanyol,1557.61
1951/1952,Real Murcia,1308.76
1951/1952,Real Oviedo,1375.85
1951/1952,Granada,1311.03
1951/1952,Deportivo,1440.13
1951/1952,Real Sociedad,1543.29
1951/1952,CD Castellón,1221.86
1951/1952,CE Sabadell,1281.0
1951/1952,Sporting,1424.68
1951/1952,CD Alcoyano,1274.12
1951/1952,Gimnàstic de Tarragona,1302.8
1951/1952,Valladolid,1541.52
1951/1952,Málaga,1482.56
1951/1952,UE Lleida,1255.63
1951/1952,Atlético Tetuán,1388.93
1951/1952,Las Palmas,1389.95
1952/1953,Betis,1019.52
1952/1953,Athletic,1642.68
1952/1953,Real Madrid,1635.67
1952/1953,Zaragoza,1391.42
1952/1953,Hércules CF,1140.27
1952/1953,Barcelona,1751.2
1952/1953,Real Racing,1461.94
1952/1953,Celta,1500.85
1952/1953,Sevilla,1566.27
1952/1953,Valencia,1660.14
1952/1953,Atlético,1529.68
1952/1953,Espanyol,1554.36
1952/1953,Real Murcia,1283.76
1952/1953,Real Oviedo,1470.85
1952/1953,Granada,1286.03
1952/1953,Deportivo,1386.19
1952/1953,Real Sociedad,1481.64
1952/1953,CD Castellón,1196.86
1952/1953,CE Sabadell,1256.0
1952/1953,Sporting,1489.25
1952/1953,CD Alcoyano,1249.12
1952/1953,Gimnàstic de Tarragona,1277.8
1952/1953,Valladolid,1501.93
1952/1953,Málaga,1482.06
1952/1953,UE Lleida,1230.63
1952/1953,Atlético Tetuán,1363.93
1952/1953,Las Palmas,1364.95
1953/1954,Betis,994.52
1953/1954,Athletic,1566.87
1953/1954,Real Madrid,1680.0
1953/1954,Zaragoza,1366.42
1953/1954,Hércules CF,1115.27
1953/1954,Barcelona,1661.78
1953/1954,Real Racing,1483.45
1953/1954,Celta,1561.98
1953/1954,Sevilla,1542.88
1953/1954,Valencia,1588.25
1953/1954,Atlético,1619.84
1953/1954,Espanyol,1623.55
1953/1954,Real Murcia,1258.76
1953/1954,Real Oviedo,1449.09
1953/1954,Granada,1261.03
1953/1954,Deportivo,1504.8
1953/1954,Real Sociedad,1480.82
1953/1954,CD Castellón,1171.86
1953/1954,CE Sabadell,1231.0
1953/1954,Sporting,1344.15
1953/1954,CD Alcoyano,1224.12
1953/1954,Gimnàstic de Tarragona,1252.8
1953/1954,Valladolid,1471.46
1953/1954,Málaga,1457.06
1953/1954,UE Lleida,1205.63
1953/1954,Atlético Tetuán,1338.93
1953/1954,Las Palmas,1339.95
1953/1954,Real Jaén,1544.63
1953/1954,Osasuna,1509.1
1954/1955,Betis,969.52
1954/1955,Athletic,1657.16
1954/1955,Real Madrid,1757.09
1954/1955,Zaragoza,1341.42
1954/1955,Hércules CF,1428.09
1954/1955,Barcelona,1681.97
1954/1955,Real Racing,1350.86
1954/1955,Celta,1471.5
1954/1955,Sevilla,1558.42
1954/1955,Valencia,1527.53
1954/1955,Atlético,1546.77
1954/1955,Espanyol,1510.08
1954/1955,Real Murcia,1233.76
1954/1955,Real Oviedo,1424.09
1954/1955,Granada,1236.03
1954/1955,Deportivo,1508.86
1954/1955,Real Sociedad,1446.93
1954/1955,CD Castellón,1146.86
1954/1955,CE Sabadell,1206.0
1954/1955,Sporting,1319.15
1954/1955,CD Alcoyano,1199.12
1954/1955,Gimnàstic de Tarragona,1227.8
1954/1955,Valladolid,1450.06
1954/1955,Málaga,1369.77
1954/1955,UE Lleida,1180.63
1954/1955,Atlético Tetuán,1313.93
1954/1955,Las Palmas,1417.78
1954/1955,Real Jaén,1519.63
1954/1955,Osasuna,1484.1
1954/1955,Alavés,1515.09
1955/1956,Betis,944.52
1955/1956,Athletic,1763.26
1955/1956,Real Madrid,1691.5
1955/1956,Zaragoza,1316.42
1955/1956,Hércules CF,1311.96
1955/1956,Barcelona,1746.39
1955/1956,Real Racing,1325.86
1955/1956,Celta,1439.62
1955/1956,Sevilla,1628.56
1955/1956,Valencia,1544.65
1955/1956,Atlético,1578.33
1955/1956,Espanyol,1506.51
1955/1956,Real Murcia,1415.65
1955/1956,Real Oviedo,1399.09
1955/1956,Granada,1211.03
1955/1956,Deportivo,1464.06
1955/1956,Real Sociedad,1471.52
1955/1956,CD Castellón,1121.86
1955/1956,CE Sabadell,1181.0
1955/1956,Sporting,1294.15
1955/1956,CD Alcoyano,1174.12
1955/1956,Gimnàstic de Tarragona,1202.8
1955/1956,Valladolid,1496.34
1955/1956,Málaga,1344.77
1955/1956,UE Lleida,1155.63
1955/1956,Atlético Tetuán,1288.93
1955/1956,Las Palmas,1420.78
1955/1956,Real Jaén,1494.63
1955/1956,Osasuna,1459.1
1955/1956,Alavés,1400.92
1955/1956,CyD Leonesa,1331.04
1956/1957,Betis,919.52
1956/1957,Athletic,1604.4
1956/1957,Real Madrid,1707.72
1956/1957,Zaragoza,1434.66
1956/1957,Hércules CF,1286.96
1956/1957,Barcelona,1704.19
1956/1957,Real Racing,1300.86
1956/1957,Celta,1444.34
1956/1957,Sevilla,1630.75
1956/1957,Valencia,1498.3
1956/1957,Atlético,1595.03
1956/1957,Espanyol,1529.87
1956/1957,Real Murcia,1390.65
1956/1957,Real Oviedo,1374.09
1956/1957,Granada,1186.03
1956/1957,Deportivo,1488.79
1956/1957,Real Sociedad,1508.85
1956/1957,CD Castellón,1096.86
1956/1957,CE Sabadell,1156.0
1956/1957,Sporting,1269.15
1956/1957,CD Alcoyano,1149.12
1956/1957,Gimnàstic de Tarragona,1177.8
1956/1957,Valladolid,1466.79
1956/1957,Málaga,1319.77
1956/1957,UE Lleida,1130.63
1956/1957,Atlético Tetuán,1263.93
1956/1957,Las Palmas,1427.08
1956/1957,Real Jaén,1506.98
1956/1957,Osasuna,1528.01
1956/1957,Alavés,1375.92
1956/1957,CyD Leonesa,1306.04
1956/1957,CD Condal,1445.91
1957/1958,Betis,894.52
1957/1958,Athletic,1535.55
1957/1958,Real Madrid,1750.62
1957/1958,Zaragoza,1430.59
1957/1958,Hércules CF,1261.96
1957/1958,Barcelona,1621.45
1957/1958,Real Racing,1275.86
1957/1958,Celta,1483.99
1957/1958,Sevilla,1521.55
1957/1958,Valencia,1619.81
1957/1958,Atlético,1652.17
1957/1958,Espanyol,1485.13
1957/1958,Real Murcia,1365.65
1957/1958,Real Oviedo,1349.09
1957/1958,Granada,1358.42
1957/1958,Deportivo,1463.79
1957/1958,Real Sociedad,1446.51
1957/1958,CD Castellón,1071.86
1957/1958,CE Sabadell,1131.0
1957/1958,Sporting,1378.07
1957/1958,CD Alcoyano,1124.12
1957/1958,Gimnàstic de Tarragona,1152.8
1957/1958,Valladolid,1414.13
1957/1958,Málaga,1294.77
1957/1958,UE Lleida,1105.63
1957/1958,Atlético Tetuán,1238.93
1957/1958,Las Palmas,1421.66
1957/1958,Real Jaén,1351.71
1957/1958,Osasuna,1570.79
1957/1958,Alavés,1350.92
1957/1958,CyD Leonesa,1281.04
1957/1958,CD Condal,1420.91
1958/1959,Betis,1334.49
1958/1959,Athletic,1579.37
1958/1959,Real Madrid,1725.46
1958/1959,Zaragoza,1447.94
1958/1959,Hércules CF,1236.96
1958/1959,Barcelona,1795.39
1958/1959,Real Racing,1250.86
1958/1959,Celta,1271.89
1958/1959,Sevilla,1466.5
1958/1959,Valencia,1524.57
1958/1959,Atlético,1528.7
1958/1959,Espanyol,1467.39
1958/1959,Real Murcia,1340.65
1958/1959,Real Oviedo,1388.59
1958/1959,Granada,1391.19
1958/1959,Deportivo,1438.79
1958/1959,Real Sociedad,1450.56
1958/1959,CD Castellón,1046.86
1958/1959,CE Sabadell,1106.0
1958/1959,Sporting,1274.84
1958/1959,CD Alcoyano,1099.12
1958/1959,Gimnàstic de Tarragona,1127.8
1958/1959,Valladolid,1389.13
1958/1959,Málaga,1269.77
1958/1959,UE Lleida,1080.63
1958/1959,Atlético Tetuán,1213.93
1958/1959,Las Palmas,1365.39
1958/1959,Real Jaén,1326.71
1958/1959,Osasuna,1507.65
1958/1959,Alavés,1325.92
1958/1959,CyD Leonesa,1256.04
1958/1959,CD Condal,1395.91
1959/1960,Betis,1453.92
1959/1960,Athletic,1601.09
1959/1960,Real Madrid,1731.9
1959/1960,Zaragoza,1428.26
1959/1960,Hércules CF,1211.96
1959/1960,Barcelona,1772.83
1959/1960,Real Racing,1225.86
1959/1960,Celta,1246.89
1959/1960,Sevilla,1618.75
1959/1960,Valencia,1505.94
1959/1960,Atlético,1572.4
1959/1960,Espanyol,1501.51
1959/1960,Real Murcia,1315.65
1959/1960,Real Oviedo,1491.2
1959/1960,Granada,1404.94
1959/1960,Deportivo,1413.79
1959/1960,Real Sociedad,1369.13
1959/1960,CD Castellón,1021.86
1959/1960,CE Sabadell,1081.0
1959/1960,Sporting,1249.84
1959/1960,CD Alcoyano,1074.12
1959/1960,Gimnàstic de Tarragona,1102.8
1959/1960,Valladolid,1382.77
1959/1960,Málaga,1244.77
1959/1960,UE Lleida,1055.63
1959/1960,Atlético Tetuán,1188.93
1959/1960,Las Palmas,1257.21
1959/1960,Real Jaén,1301.71
1959/1960,Osasuna,1358.19
1959/1960,Alavés,1300.92
1959/1960,CyD Leonesa,1231.04
1959/1960,CD Condal,1370.91
1959/1960,Elche,1412.28
1960/1961,Betis,1509.5
1960/1961,Athletic,1478.12
1960/1961,Real Madrid,1811.84
1960/1961,Zaragoza,1518.88
1960/1961,Hércules CF,1186.96
1960/1961,Barcelona,1568.8
1960/1961,Real Racing,1382.23
1960/1961,Celta,1221.89
1960/1961,Sevilla,1474.11
1960/1961,Valencia,1503.95
1960/1961,Atlético,1611.4
1960/1961,Espanyol,1475.59
1960/1961,Real Murcia,1290.65
1960/1961,Real Oviedo,1467.72
1960/1961,Granada,1341.14
1960/1961,Deportivo,1388.79
1960/1961,Real Sociedad,1454.16
1960/1961,CD Castellón,996.86
1960/1961,CE Sabadell,1056.0
1960/1961,Sporting,1224.84
1960/1961,CD Alcoyano,1049.12
1960/1961,Gimnàstic de Tarragona,1077.8
1960/1961,Valladolid,1425.92
1960/1961,Málaga,1219.77
1960/1961,UE Lleida,1030.63
1960/1961,Atlético Tetuán,1163.93
1960/1961,Las Palmas,1232.21
1960/1961,Real Jaén,1276.71
1960/1961,Osasuna,1333.19
1960/1961,Alavés,1275.92
1960/1961,CyD Leonesa,1206.04
1960/1961,CD Condal,1345.91
1960/1961,Elche,1438.41
1960/1961,Mallorca,1511.01
1961/1962,Betis,1430.52
1961/1962,Athletic,1594.81
1961/1962,Real Madrid,1712.55
1961/1962,Zaragoza,1542.65
1961/1962,Hércules CF,1161.96
1961/1962,Barcelona,1680.4
1961/1962,Real Racing,1421.52
1961/1962,Celta,1196.89
1961/1962,Sevilla,1484.57
1961/1962,Valencia,1493.98
1961/1962,Atlético,1574.19
1961/1962,Espanyol,1479.99
1961/1962,Real Murcia,1265.65
1961/1962,Real Oviedo,1432.64
1961/1962,Granada,1316.14
1961/1962,Deportivo,1363.79
1961/1962,Real Sociedad,1450.74
1961/1962,CD Castellón,971.86
1961/1962,CE Sabadell,1031.0
1961/1962,Sporting,1199.84
1961/1962,CD Alcoyano,1024.12
1961/1962,Gimnàstic de Tarragona,1052.8
1961/1962,Valladolid,1400.92
1961/1962,Málaga,1194.77
1961/1962,UE Lleida,1005.63
1961/1962,Atlético Tetuán,1138.93
1961/1962,Las Palmas,1207.21
1961/1962,Real Jaén,1251.71
1961/1962,Osasuna,1439.71
1961/1962,Alavés,1250.92
1961/1962,CyD Leonesa,1181.04
1961/1962,CD Condal,1320.91
1961/1962,Elche,1483.03
1961/1962,Mallorca,1423.9
1961/1962,Tenerife,1393.71
1962/1963,Betis,1464.2
1962/1963,Athletic,1504.11
1962/1963,Real Madrid,1758.65
1962/1963,Zaragoza,1540.94
1962/1963,Hércules CF,1136.96
1962/1963,Barcelona,1530.75
1962/1963,Real Racing,1396.52
1962/1963,Celta,1171.89
1962/1963,Sevilla,1427.68
1962/1963,Valencia,1499.22
1962/1963,Atlético,1591.11
1962/1963,Espanyol,1454.99
1962/1963,Real Murcia,1240.65
1962/1963,Real Oviedo,1482.75
1962/1963,Granada,1291.14
1962/1963,Deportivo,1419.77
1962/1963,Real Sociedad,1425.74
1962/1963,CD Castellón,946.86
1962/1963,CE Sabadell,1006.0
1962/1963,Sporting,1174.84
1962/1963,CD Alcoyano,999.12
1962/1963,Gimnàstic de Tarragona,1027.8
1962/1963,Valladolid,1419.98
1962/1963,Málaga,1267.77
1962/1963,UE Lleida,980.63
1962/1963,Atlético Tetuán,1113.93
1962/1963,Las Palmas,1182.21
1962/1963,Real Jaén,1226.71
1962/1963,Osasuna,1462.64
1962/1963,Alavés,1225.92
1962/1963,CyD Leonesa,1156.04
1962/1963,CD Condal,1295.91
1962/1963,Elche,1469.92
1962/1963,Mallorca,1450.6
1962/1963,Tenerife,1368.71
1962/1963,Córdoba,1462.34
1963/1964,Betis,1536.07
1963/1964,Athletic,1509.3
1963/1964,Real Madrid,1761.71
1963/1964,Zaragoza,1519.78
1963/1964,Hércules CF,1111.96
1963/1964,Barcelona,1637.81
1963/1964,Real Racing,1371.52
1963/1964,Celta,1146.89
1963/1964,Sevilla,1442.77
1963/1964,Valencia,1580.41
1963/1964,Atlético,1531.2
1963/1964,Espanyol,1448.62
1963/1964,Real Murcia,1367.66
1963/1964,Real Oviedo,1434.55
1963/1964,Granada,1266.14
1963/1964,Deportivo,1394.77
1963/1964,Real Sociedad,1400.74
1963/1964,CD Castellón,921.86
1963/1964,CE Sabadell,981.0
1963/1964,Sporting,1149.84
1963/1964,CD Alcoyano,974.12
1963/1964,Gimnàstic de Tarragona,1002.8
1963/1964,Valladolid,1342.06
1963/1964,Málaga,1242.77
1963/1964,UE Lleida,955.63
1963/1964,Atlético Tetuán,1088.93
1963/1964,Las Palmas,1157.21
1963/1964,Real Jaén,1201.71
1963/1964,Osasuna,1437.64
1963/1964,Alavés,1200.92
1963/1964,CyD Leonesa,1131.04
1963/1964,CD Condal,1270.91
1963/1964,Elche,1484.13
1963/1964,Mallorca,1425.6
1963/1964,Tenerife,1343.71
1963/1964,Córdoba,1456.69
1963/1964,Pontevedra CF,1378.74
1963/1964,Levante,1415.79
1964/1965,Betis,1408.53
1964/1965,Athletic,1507.8
1964/1965,Real Madrid,1761.5
1964/1965,Zaragoza,1593.47
1964/1965,Hércules CF,1086.96
1964/1965,Barcelona,1546.8
1964/1965,Real Racing,1346.52
1964/1965,Celta,1121.89
1964/1965,Sevilla,1389.58
1964/1965,Valencia,1606.1
1964/1965,Atlético,1629.9
1964/1965,Espanyol,1419.97
1964/1965,Real Murcia,1385.14
1964/1965,Real Oviedo,1364.46
1964/1965,Granada,1241.14
1964/1965,Deportivo,1303.75
1964/1965,Real Sociedad,1375.74
1964/1965,CD Castellón,896.86
1964/1965,CE Sabadell,956.0
1964/1965,Sporting,1124.84
1964/1965,CD Alcoyano,949.12
1964/1965,Gimnàstic de Tarragona,977.8
1964/1965,Valladolid,1317.06
1964/1965,Málaga,1217.77
1964/1965,UE Lleida,930.63
1964/1965,Atlético Tetuán,1063.93
1964/1965,Las Palmas,1370.52
1964/1965,Real Jaén,1176.71
1964/1965,Osasuna,1412.64
1964/1965,Alavés,1175.92
1964/1965,CyD Leonesa,1106.04
1964/1965,CD Condal,1245.91
1964/1965,Elche,1477.23
1964/1965,Mallorca,1400.6
1964/1965,Tenerife,1318.71
1964/1965,Córdoba,1526.55
1964/1965,Pontevedra CF,1353.74
1964/1965,Levante,1387.17
1965/1966,Betis,1352.35
1965/1966,Athletic,1502.24
1965/1966,Real Madrid,1687.5
1965/1966,Zaragoza,1575.57
1965/1966,Hércules CF,1061.96
